id,title,artist_title,classification_titles
48664,"Pillows in Recession, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Jan J. Norbeck,screenprint;prints and drawing;print
48663,"Space for Two, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Andrew G. Balkin,print;prints and drawing
237297,"Portfolio box, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Warrington Colescott,print;prints and drawing
48666,"Untitled, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Kathleen Grove,print;prints and drawing
48645,"Title Page, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Warrington Colescott,book;prints and drawing;print
195447,Once There was a Little Boy,Louise Lawler,print;prints and drawing
152023,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
135791,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26583,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26580,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
87711,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26596,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26592,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;prints and drawing;print
26591,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
133253,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26603,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26602,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26597,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;prints and drawing;print
26618,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26613,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;prints and drawing;print
26612,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26608,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
152024,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26625,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;prints and drawing;print
26624,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26619,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;prints and drawing;print
27792,"Montmartre Scene, from La légende et la vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
27790,"Montmartre Scene, from La légende et la vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
27788,"Montmartre Scene, from La légende et la vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
26630,"Montmartre Scene, from La Légende et la Vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
27804,"Montmartre Scene, from La légende et la vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
27801,"Montmartre Scene, from La légende et la vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
27798,"Montmartre Scene, from La légende et la vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
27796,"Montmartre Scene, from La légende et la vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
27813,"Montmartre Scene, from La légende et la vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
27811,"Montmartre Scene, from La légende et la vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
27808,"Montmartre Scene, from La légende et la vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
125453,"Portfolio Cover, from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
27816,"Montmartre Scene, from La légende et la vie d'Utrillo",Maurice Utrillo,lithograph;print;prints and drawing
20030,"Title Page, from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20034,"Untitled, plate II from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20032,"Untitled, plate I from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20043,"Untitled, plate V from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20038,"Untitled, plate IV from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20036,"Untitled, plate III The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20049,"Untitled, plate IX from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20047,"Untitled, plate VII from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20045,"Untitled, plate VI from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20056,"Untitled, plate XI from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20054,"Untitled, plate X from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20051,"Untitled, plate IX from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20061,"Colophon, from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20059,"Untitled, plate XIII from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
20058,"Untitled, plate XII from The Mirrored Couple",Joyce Wahl Treiman,lithograph;print;prints and drawing
156582,Sango Dance Staff (Ose Sango),Workshop of Abogunde of Ede,wood;arts of Africa;ceremonial object;sculpture;african art
156583,Cap (Orikògbòfóor Ojewe),Yoruba,beadwork;arts of Africa;ceremonial object;african art;costume
135539,Commemorative Head (Mma),Fante,earthenware;arts of Africa;ceramics;sculpture;african art
122563,"Iguanas and Horned Lizards, from A Bestiary",Aubrey Schwartz,lithograph;prints and drawing;paper;drawings (visual works)
122562,"Portfolio box, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122566,"Armadillo, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122565,"Colophon, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122564,"Title page, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122569,"Crocodile, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122568,"Crab and Crayfish, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122567,"Bat, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122572,"Giant Tortoise, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122571,"Giant Tortoise, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122570,"Fly and Smaller Insects, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122575,"Horned Lizard, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122574,"Hippopotamus, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122573,"Gopher, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122578,"Mice, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122577,"Lizards and Snakes, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122576,"Lizards and Snakes, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122581,"Monkey, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122580,"Monkey, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
122579,"Mice, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
128571,"Pig, from A Bestiary",Aubrey Schwartz,lithograph;book;prints and drawing;print
122582,"Pig, from A Bestiary",Aubrey Schwartz,pen and ink drawings;drawings (visual works);prints and drawing;print
20212,"Porcupine, from A Bestiary",Aubrey Schwartz,letterpress;print;prints and drawing
128570,"The Song of the Flea, from A Bestiary",Aubrey Schwartz,letterpress;print;prints and drawing
128569,"The Song of the Flea, from A Bestiary",Aubrey Schwartz,letterpress;print;prints and drawing
128568,"Sea Horses, from A Bestiary",Aubrey Schwartz,letterpress;print;prints and drawing
128567,"Rhinoceros, from A Bestiary",Aubrey Schwartz,letterpress;print;prints and drawing
230345,"Tarantula, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
128572,"Tarantula, from A Bestiary",Aubrey Schwartz,lithograph;portfolio;prints and drawing;print
230346,"Wart Hog, from A Bestiary",Aubrey Schwartz,lithograph;print;prints and drawing
273357,Crest Masks,Yoruba,masks;arts of Africa;headdress - misc;african art
2169,John Thomlinson and His Family,Arthur Devis,oil on canvas;portrait;british;oil paintings (visual works);paint;painting;european painting
192056,Figural Container,Zigua,sculpture;vessel;arts of Africa;african art;medicine object;ritual objects
181743,Dance Staff (Oshe Sango),Yoruba,sculpture;arts of Africa;african art;altar object;ritual objects
156581,Coronet (Orikògbòfóor Onigegemerin),Yoruba,ceremonial object;arts of Africa;african art;costume
278682,"Ruck-A-Chucky Bridge, Auburn, California, Perspective",Myron Goldsmith,
130982,"In the Water I, from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
3343,"Woman Kneeling, Exultant, from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
130985,"Cleopatra and Negro, page 15 (recto); In the Water II, page 16 (verso), from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
130984,"Nude on the Dunes, from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
130983,"Woman and Girl, page 7 (recto); Two Women, page 8 (verso), from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
130988,"Boats in the Lagoon, from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
130987,"Suckling Foal, from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
130986,"Homestead Behind Birch Trees, from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
130991,"Two Reclining Women, from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
130990,"In the Wave Bath, from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
130989,"Lighthouse, from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
130993,"Cleopatra and Poet, back banner page from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
130992,"Boats in the Storm, from The Samland Ode",Max Pechstein,lithograph;print;prints and drawing
274897,The Illustration of Art / The Body,Antonio Dias,painting
236809,"Untitled, from De Bungalow Ynyswidden",Jeroen Henneman,screenprint;print;prints and drawing
236808,"Untitled, from De Bungalow Ynyswidden",Jeroen Henneman,screenprint;print;prints and drawing
213730,"Portfolio cover and text pages, from A Rake's Progress",David Hockney,print;prints and drawing
45437,"Untitled, from De Bungalow Ynyswidden",Jeroen Henneman,book;prints and drawing;print
236812,"Untitled, from De Bungalow Ynyswidden",Jeroen Henneman,screenprint;print;prints and drawing
236811,"Untitled, from De Bungalow Ynyswidden",Jeroen Henneman,screenprint;print;prints and drawing
236810,"Untitled, from De Bungalow Ynyswidden",Jeroen Henneman,screenprint;print;prints and drawing
236814,"Colophon, from De Bungalow Ynyswidden",Jeroen Henneman,print;prints and drawing
236813,"Untitled, from De Bungalow Ynyswidden",Jeroen Henneman,screenprint;print;prints and drawing
122541,Holocaust:,Jacob Landau,lithograph;print;prints and drawing
122546,Holocaust:,Jacob Landau,lithograph;print;prints and drawing
122545,Holocaust:,Jacob Landau,lithograph;print;prints and drawing
122544,Holocaust:,Jacob Landau,lithograph;print;prints and drawing
122543,Holocaust:,Jacob Landau,lithograph;print;prints and drawing
122542,Holocaust:,Jacob Landau,lithograph;print;prints and drawing
136811,Holocaust: Title Page,Jacob Landau,letterpress;print;prints and drawing
136810,Holocaust: Colophon,Jacob Landau,letterpress;print;prints and drawing
58611,Tree of Life I,Jacques Lipchitz,book;prints and drawing;print
34639,Holocaust: Folio Cover,Jacob Landau,lithograph;portfolio;prints and drawing
131353,Spaces and Spirit of Israel,Raffi Kaiser,lithograph;print;prints and drawing
99536,Spaces and Spirit of Israel,Raffi Kaiser,lithograph;print;prints and drawing
58614,Tree of Life III,Jacques Lipchitz,book;prints and drawing;print
58613,Tree of Life II,Jacques Lipchitz,book;prints and drawing;print
131356,Spaces and Spirit of Israel,Raffi Kaiser,lithograph;print;prints and drawing
131355,Spaces and Spirit of Israel,Raffi Kaiser,lithograph;print;prints and drawing
131354,Spaces and Spirit of Israel,Raffi Kaiser,lithograph;print;prints and drawing
131359,Spaces and Spirit of Israel,Raffi Kaiser,lithograph;print;prints and drawing
131358,Spaces and Spirit of Israel,Raffi Kaiser,lithograph;print;prints and drawing
131357,Spaces and Spirit of Israel,Raffi Kaiser,lithograph;print;prints and drawing
131362,Spaces and Spirit of Israel,Raffi Kaiser,lithograph;print;prints and drawing
131361,Spaces and Spirit of Israel,Raffi Kaiser,lithograph;print;prints and drawing
